sample_id,cluster_label
730,4
731,4
732,4
733,0
734,2
735,1
736,0
737,0
738,4
739,3
740,2
741,2
742,4
743,4
744,1
745,3
746,2
747,0
748,4
749,4
750,3
751,0
752,0
753,3
754,1
755,4
756,0
757,4
758,2
759,4
760,2
761,1
762,1
763,2
764,3
765,4
766,4
767,2
768,2
769,4
770,0
771,4
772,2
773,3
774,4
775,0
776,3
777,4
778,4
779,1
780,1
781,4
782,2
783,4
784,3
785,0
786,4
787,3
788,2
789,2
790,1
791,3
792,2
793,0
794,3
795,2
796,0
797,1
798,0
799,0
800,3
801,2
802,0
803,3
804,3
805,0
806,4
807,3
808,4
809,3
810,4
811,1
812,2
813,2
814,4
815,3
816,1
817,3
818,0
819,4
820,3
821,4
822,2
823,0
824,1
825,3
826,0
827,2
828,2
829,0
830,0
831,4
832,3
833,1
834,0
835,1
836,0
837,2
838,1
839,3
840,4
841,4
842,4
843,2
844,1
845,2
846,3
847,4
848,1
849,0
850,3
851,4
852,0
853,3
854,4
855,1
856,3
857,4
858,2
859,2
860,0
861,3
862,3
863,2
864,4
865,0
866,0
867,3
868,1
869,1
870,4
871,0
872,0
873,1
874,1
875,1
876,2
877,3
878,4
879,3
880,4
881,2
882,1
883,4
884,3
885,2
886,3
887,2
888,1
889,3
890,3
891,2
892,0
893,0
894,3
895,0
896,4
897,0
898,0
899,0
900,3
901,4
902,2
903,3
904,3
905,1
906,0
907,3
908,3
909,4
910,0
911,2
912,4
913,3
914,0
915,3
916,2
917,2
918,4
919,1
920,3
921,1
922,0
923,2
924,4
925,3
926,0
927,3
928,3
929,2
930,2
931,1
932,0
933,3
934,2
935,2
936,2
937,2
938,4
939,4
940,0
941,4
942,1
943,3
944,4
945,1
946,3
947,2
948,1
949,0
950,2
951,2
952,4
953,4
954,4
955,3
956,2
957,1
958,1
959,2
960,3
961,4
962,4
963,4
964,3
965,3
966,2
967,2
968,2
969,2
970,4
971,0
972,1
973,4
974,2
975,4
976,3
977,3
978,2
979,1
980,2
981,3
982,1
983,0
984,1
985,4
986,1
987,0
988,0
989,3
990,3
991,2
992,3
993,3
994,4
995,2
996,4
997,3
998,3
999,2
1000,0
1001,3
1002,1
1003,1
1004,4
1005,0
1006,2
1007,3
1008,0
1009,1
1010,2
1011,3
1012,0
1013,0
1014,4
1015,0
1016,2
1017,4
1018,4
1019,2
1020,0
1021,4
1022,0
1023,2
1024,0
1025,1
1026,2
1027,3
1028,0
1029,1
1030,4
1031,0
1032,3
1033,3
1034,1
1035,4
1036,0
1037,0
1038,0
1039,1
1040,2
1041,2
1042,0
1043,3
1044,1
1045,2
1046,0
1047,3
1048,3
1049,4
1050,0
1051,0
1052,4
1053,2
1054,2
1055,2
1056,1
1057,3
1058,3
1059,3
1060,2
1061,4
1062,4
1063,1
1064,1
1065,3
1066,4
1067,1
1068,4
1069,3
1070,0
1071,4
1072,0
1073,2
1074,4
1075,3
1076,0
1077,3
1078,4
1079,4
1080,1
1081,1
1082,1
1083,2
1084,4
1085,3
1086,3
1087,3
1088,0
1089,4
1090,4
1091,4
1092,2
1093,4
1094,1
1095,1
1096,0
1097,2
1098,2
1099,4
1100,4
1101,2
1102,3
1103,2
1104,4
1105,4
1106,3
1107,4
1108,4
1109,2
1110,2
1111,1
1112,3
1113,4
1114,1
1115,2
1116,1
1117,1
1118,2
1119,1
1120,2
1121,4
1122,3
1123,2
1124,0
1125,3
1126,2
1127,0
1128,1
1129,1
1130,3
1131,3
1132,1
1133,1
1134,2
1135,0
1136,3
1137,3
1138,2
1139,3
1140,0
1141,0
1142,3
1143,3
1144,3
1145,0
1146,0
1147,2
1148,0
1149,0
1150,2
1151,0
1152,0
1153,2
1154,1
1155,4
1156,1
1157,1
1158,0
1159,4
1160,0
1161,3
1162,1
1163,2
1164,2
1165,3
1166,0
1167,1
1168,2
1169,2
1170,3
1171,1
1172,0
1173,1
1174,1
1175,2
1176,3
1177,0
1178,2
1179,4
1180,2
1181,2
1182,2
1183,4
1184,4
1185,3
1186,4
1187,0
1188,4
1189,0
1190,4
1191,3
1192,1
1193,4
1194,0
1195,4
1196,0
1197,2
1198,1
1199,4
1200,1
1201,1
1202,0
1203,0
1204,3
1205,3
1206,3
1207,1
1208,3
1209,0
1210,4
1211,1
1212,4
1213,4
1214,2
1215,3
1216,0
1217,2
1218,0
1219,4
1220,4
1221,3
1222,4
1223,1
1224,2
1225,1
1226,3
1227,4
1228,3
1229,3
1230,4
1231,3
1232,2
1233,2
1234,0
1235,1
1236,4
1237,0
1238,2
1239,4
1240,3
1241,1
1242,0
1243,4
1244,0
1245,1
1246,4
1247,3
1248,0
1249,3
1250,3
1251,3
1252,1
1253,0
1254,2
1255,0
1256,1
1257,4
1258,3
1259,4
1260,1
1261,0
1262,2
1263,2
1264,3
1265,2
1266,0
1267,0
1268,1
1269,0
1270,3
1271,0
1272,0
1273,0
1274,2
1275,3
1276,3
1277,1
1278,0
1279,4
1280,1
1281,0
1282,1
1283,0
1284,2
1285,3
1286,3
1287,3
1288,4
1289,1
1290,0
1291,1
1292,4
1293,2
1294,1
1295,3
1296,1
1297,2
1298,0
1299,0
1300,4
1301,3
1302,1
1303,3
1304,0
1305,4
1306,3
1307,3
1308,1
1309,1
1310,1
1311,0
1312,4
1313,2
1314,1
1315,3
1316,2
1317,3
1318,0
1319,3
1320,1
1321,0
1322,0
1323,2
1324,1
1325,3
1326,4
1327,4
1328,4
1329,3
1330,3
1331,4
1332,2
1333,0
1334,4
1335,2
1336,2
1337,1
1338,3
1339,0
1340,1
1341,4
1342,2
1343,4
1344,4
1345,4
1346,1
1347,3
1348,3
1349,1
1350,1
1351,1
1352,2
1353,1
1354,1
1355,2
1356,0
1357,1
1358,3
1359,3
1360,0
1361,2
1362,1
1363,0
1364,4
1365,2
1366,0
1367,2
1368,3
1369,3
1370,4
1371,2
1372,1
1373,1
1374,3
1375,3
1376,2
1377,0
1378,1
1379,0
1380,3
1381,4
1382,3
1383,1
1384,2
1385,4
1386,2
1387,4
1388,4
1389,4
1390,2
1391,1
1392,0
1393,3
1394,4
1395,3
1396,0
1397,1
1398,2
1399,1
1400,0
1401,0
1402,0
1403,1
1404,1
1405,4
1406,0
1407,0
1408,0
1409,0
1410,0
1411,3
1412,0
1413,1
1414,4
1415,3
1416,1
1417,4
1418,4
1419,4
1420,2
1421,0
1422,2
1423,3
1424,2
1425,0
1426,2
1427,3
1428,3
1429,4
1430,0
1431,0
1432,1
1433,3
1434,4
1435,0
1436,3
1437,0
1438,2
1439,3
1440,0
1441,2
1442,0
1443,4
1444,0
1445,0
1446,2
1447,2
1448,0
1449,2
1450,1
1451,1
1452,2
1453,1
1454,1
1455,1
1456,1
1457,2
1458,1
1459,4
1460,0
1461,1
1462,3
1463,2
1464,4
1465,4
1466,0
1467,3
1468,3
1469,3
1470,4
1471,0
1472,0
1473,3
1474,2
1475,0
1476,0
1477,2
1478,3
1479,3
1480,3
1481,4
1482,0
1483,2
1484,4
1485,0
1486,3
1487,2
1488,0
1489,4
1490,1
1491,4
1492,0
1493,3
1494,4
1495,1
1496,3
1497,1
1498,3
1499,0
1500,4
1501,4
1502,3
1503,4
1504,1
1505,3
1506,0
1507,2
1508,1
1509,2
1510,3
1511,3
1512,3
1513,0
1514,2
1515,3
1516,2
1517,1
1518,3
1519,3
1520,4
1521,1
1522,2
1523,1
1524,0
1525,2
1526,0
1527,4
1528,4
1529,4
1530,3
1531,3
1532,3
1533,2
1534,0
1535,0
1536,4
1537,1
1538,0
1539,0
1540,1
1541,4
1542,0
1543,2
1544,0
1545,0
1546,0
1547,1
1548,4
1549,2
1550,0
1551,3
1552,0
1553,1
1554,1
1555,0
1556,3
1557,4
1558,4
1559,4
1560,3
1561,1
1562,0
1563,0
1564,3
1565,2
1566,1
1567,1
1568,3
1569,2
1570,1
1571,1
1572,1
1573,1
1574,3
1575,2
1576,2
1577,3
1578,3
1579,2
1580,4
1581,4
1582,3
1583,3
1584,4
1585,3
1586,2
1587,1
1588,4
1589,0
1590,0
1591,3
1592,0
1593,1
1594,3
1595,4
1596,3
1597,3
1598,0
1599,0
1600,3
1601,4
1602,2
1603,1
1604,0
1605,4
1606,3
1607,3
1608,0
1609,0
1610,1
1611,1
1612,2
1613,1
1614,0
1615,4
1616,4
1617,2
1618,4
1619,3
1620,1
1621,4
1622,3
1623,0
1624,2
1625,2
1626,1
1627,1
1628,2
1629,0
1630,0
1631,2
1632,1
1633,3
1634,3
1635,0
1636,4
1637,2
1638,0
1639,2
1640,4
1641,3
1642,1
1643,0
1644,0
1645,0
1646,4
1647,3
1648,4
1649,1
1650,3
1651,4
1652,3
1653,2
1654,3
1655,2
1656,4
1657,0
1658,3
1659,2
1660,1
1661,1
1662,4
1663,4
1664,4
1665,2
1666,1
1667,4
1668,2
1669,1
1670,3
1671,3
1672,1
1673,3
1674,2
1675,2
1676,4
1677,4
1678,4
1679,0
1680,1
1681,3
1682,0
1683,1
1684,3
1685,0
1686,1
1687,4
1688,4
1689,1
1690,0
1691,3
1692,4
1693,4
1694,2
1695,0
1696,1
1697,3
1698,3
1699,1
1700,0
1701,0
1702,1
1703,4
1704,4
1705,0
1706,1
1707,1
1708,3
1709,4
1710,1
1711,0
1712,3
1713,4
1714,0
1715,4
1716,0
1717,4
1718,0
1719,3
1720,1
1721,2
1722,1
1723,1
1724,2
1725,3
1726,1
1727,3
1728,0
1729,0
1730,2
1731,2
1732,3
1733,4
1734,3
1735,0
1736,3
1737,2
1738,3
1739,3
1740,0
1741,0
1742,2
1743,3
1744,0
1745,4
1746,1
1747,2
1748,3
1749,2
1750,3
1751,3
1752,2
1753,0
1754,3
1755,0
1756,3
1757,1
1758,1
1759,1
1760,3
1761,4
1762,2
1763,3
1764,0
1765,4
1766,1
1767,2
1768,3
1769,3
1770,0
1771,1
1772,1
1773,4
1774,3
1775,0
1776,4
1777,0
1778,1
1779,2
1780,4
1781,2
1782,3
1783,3
1784,3
1785,1
1786,1
1787,1
1788,1
1789,0
1790,3
1791,1
1792,4
1793,0
1794,1
1795,2
1796,0
1797,0
1798,3
1799,2
1800,2
1801,4
1802,0
1803,3
1804,1
1805,4
1806,0
1807,1
1808,2
1809,0
1810,1
1811,3
1812,2
1813,0
1814,3
1815,3
1816,4
1817,0
1818,4
1819,0
1820,2
1821,3
1822,1
1823,4
1824,1
1825,1
1826,0
1827,2
1828,4
1829,2
1830,2
1831,2
1832,2
1833,1
1834,2
1835,0
1836,4
1837,1
1838,0
1839,1
1840,0
1841,1
1842,2
1843,2
1844,1
1845,0
1846,0
1847,1
1848,3
1849,3
1850,0
1851,2
1852,1
1853,3
1854,2
1855,0
1856,0
1857,4
1858,2
1859,2
1860,1
1861,2
1862,2
1863,1
1864,0
1865,1
1866,3
1867,1
1868,3
1869,3
1870,0
1871,1
1872,2
1873,2
1874,4
1875,2
1876,2
1877,0
1878,0
1879,2
1880,3
1881,3
1882,3
1883,3
1884,2
1885,1
1886,0
1887,4
1888,3
1889,1
1890,0
1891,0
1892,0
1893,1
1894,2
1895,0
1896,3
1897,3
1898,4
1899,0
1900,4
1901,1
1902,4
1903,0
1904,3
1905,0
1906,4
1907,4
1908,4
1909,2
1910,1
1911,3
1912,0
1913,0
1914,4
1915,0
1916,3
1917,4
1918,4
1919,0
1920,0
1921,0
1922,1
1923,3
1924,1
1925,4
1926,4
1927,2
1928,1
1929,4
1930,0
1931,0
1932,1
1933,4
1934,3
1935,1
1936,4
1937,3
1938,2
1939,3
1940,2
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,3
1948,2
1949,1
1950,0
1951,2
1952,4
1953,3
1954,0
1955,4
1956,4
1957,0
1958,4
1959,2
1960,0
1961,1
1962,3
1963,4
1964,2
1965,1
1966,4
1967,3
1968,1
1969,1
1970,4
1971,1
1972,4
1973,1
1974,4
1975,1
1976,3
1977,4
1978,1
1979,2
1980,2
1981,4
1982,1
1983,2
1984,2
1985,3
1986,3
1987,3
1988,0
1989,2
1990,1
1991,3
1992,2
1993,4
1994,4
1995,0
1996,2
1997,2
1998,0
1999,0
2000,1
2001,4
2002,3
2003,2
2004,3
2005,4
2006,0
2007,0
2008,2
2009,0
2010,2
2011,0
2012,0
2013,4
2014,3
2015,3
2016,4
2017,4
2018,3
2019,1
2020,1
2021,4
2022,3
2023,4
2024,3
2025,3
2026,2
2027,3
2028,1
2029,1
2030,0
2031,3
2032,0
2033,0
2034,1
2035,0
2036,3
2037,3
2038,2
2039,2
2040,0
2041,3
2042,0
2043,1
2044,3
2045,3
2046,3
2047,3
2048,1
2049,4
2050,3
2051,2
2052,0
2053,4
2054,4
2055,0
2056,4
2057,1
2058,4
2059,4
2060,0
2061,0
2062,2
2063,4
2064,3
2065,4
2066,1
2067,2
2068,4
2069,4
2070,3
2071,3
2072,3
2073,2
2074,0
2075,2
2076,0
2077,3
2078,4
2079,4
2080,4
2081,4
2082,4
2083,0
2084,0
2085,1
2086,1
2087,0
2088,2
2089,2
2090,0
2091,4
2092,1
2093,2
2094,1
2095,1
2096,0
2097,1
2098,0
2099,2
2100,0
2101,0
2102,1
2103,3
2104,2
2105,0
2106,0
2107,2
2108,4
2109,3
2110,2
2111,1
2112,3
2113,3
2114,3
2115,1
2116,0
2117,1
2118,0
2119,1
2120,4
2121,4
2122,4
2123,1
2124,0
2125,3
2126,3
2127,3
2128,2
2129,3
2130,4
2131,3
2132,1
2133,4
2134,0
2135,3
2136,1
2137,0
2138,0
2139,4
2140,4
2141,0
2142,4
2143,3
2144,4
2145,0
2146,2
2147,4
2148,0
2149,2
2150,1
2151,4
2152,3
2153,2
2154,0
2155,4
2156,0
2157,2
2158,2
2159,4
2160,4
2161,0
2162,2
2163,1
2164,1
2165,3
2166,1
2167,4
2168,2
2169,4
2170,1
2171,1
2172,0
2173,1
2174,2
2175,0
2176,3
2177,2
2178,2
2179,1
2180,4
2181,1
2182,3
2183,0
2184,3
2185,0
2186,1
2187,0
2188,2
2189,4
2190,0
2191,0
2192,1
2193,1
2194,0
2195,2
2196,2
2197,1
2198,0
2199,1
2200,0
2201,4
2202,2
2203,2
2204,4
2205,2
2206,2
2207,1
2208,1
2209,0
2210,4
2211,2
2212,0
2213,4
2214,0
2215,1
2216,4
2217,1
2218,0
2219,2
2220,4
2221,0
2222,0
2223,0
2224,3
2225,4
2226,4
2227,4
2228,4
2229,2
2230,2
2231,2
2232,3
2233,2
2234,0
2235,4
2236,0
2237,3
2238,3
2239,2
2240,0
2241,4
2242,0
2243,1
2244,2
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,0
2252,0
2253,4
2254,3
2255,3
2256,4
2257,1
2258,1
2259,0
2260,0
2261,3
2262,4
2263,2
2264,2
2265,3
2266,0
2267,0
2268,0
2269,0
2270,4
2271,1
2272,1
2273,0
2274,2
2275,0
2276,1
2277,0
2278,4
2279,0
2280,2
2281,2
2282,3
2283,3
2284,2
2285,2
2286,4
2287,1
2288,4
2289,0
2290,2
2291,0
2292,1
2293,1
2294,0
2295,2
2296,3
2297,4
2298,2
2299,2
2300,3
2301,4
2302,4
2303,3
2304,1
2305,2
2306,2
2307,1
2308,4
2309,3
2310,3
2311,1
2312,2
2313,4
2314,2
2315,0
2316,1
2317,4
2318,0
2319,2
2320,2
2321,3
2322,1
2323,3
2324,4
2325,4
2326,4
2327,3
2328,4
2329,0
2330,1
2331,3
2332,4
2333,2
2334,3
2335,4
2336,0
2337,2
2338,4
2339,1
2340,4
2341,2
2342,2
2343,3
2344,0
2345,4
2346,2
2347,4
2348,3
2349,4
2350,0
2351,1
2352,1
2353,2
2354,0
2355,2
2356,2
2357,2
2358,4
2359,4
2360,0
2361,4
2362,2
2363,2
2364,2
2365,0
2366,3
2367,4
2368,0
2369,0
2370,2
2371,1
2372,2
2373,0
2374,2
2375,2
2376,0
2377,4
2378,0
2379,2
2380,1
2381,3
2382,0
2383,1
2384,3
2385,2
2386,4
2387,4
2388,4
2389,4
2390,2
2391,3
2392,4
2393,1
2394,1
2395,1
2396,2
2397,3
2398,4
2399,4
2400,4
2401,0
2402,4
2403,3
2404,2
2405,2
2406,4
2407,4
2408,4
2409,3
2410,4
2411,4
2412,2
2413,2
2414,4
2415,4
2416,1
2417,4
2418,1
2419,1
2420,2
2421,4
2422,0
2423,3
2424,4
2425,3
2426,0
2427,4
2428,1
2429,4
2430,0
2431,2
2432,4
2433,0
2434,0
2435,4
2436,2
2437,0
2438,4
2439,0
2440,2
2441,2
2442,2
2443,4
2444,0
2445,0
2446,0
2447,3
2448,1
2449,2
2450,4
2451,3
2452,2
2453,4
2454,2
2455,3
2456,0
2457,4
2458,4
2459,2
2460,2
2461,3
2462,0
2463,2
2464,2
2465,3
2466,3
2467,1
2468,4
2469,3
2470,0
2471,1
2472,3
2473,0
2474,3
2475,0
2476,3
2477,4
2478,3
2479,1
2480,3
2481,2
2482,4
2483,0
2484,4
2485,3
2486,0
2487,4
2488,1
2489,3
2490,3
2491,1
2492,1
2493,2
2494,2
2495,3
2496,1
2497,0
2498,2
2499,3
2500,3
2501,4
2502,1
2503,4
2504,2
2505,2
2506,3
2507,0
2508,3
2509,1
2510,1
2511,0
2512,1
2513,3
2514,1
2515,3
2516,3
2517,4
2518,0
2519,3
2520,3
2521,4
2522,4
2523,2
2524,0
2525,2
2526,3
2527,1
2528,1
2529,4
2530,3
2531,3
2532,0
2533,0
2534,4
2535,3
2536,1
2537,3
2538,0
2539,3
2540,3
2541,0
2542,4
2543,4
2544,0
2545,0
2546,0
2547,2
2548,3
2549,2
2550,1
2551,0
2552,2
2553,0
2554,1
2555,4
2556,4
2557,0
2558,1
2559,1
2560,1
2561,1
2562,4
2563,0
2564,3
2565,4
2566,0
2567,2
2568,1
2569,0
2570,3
2571,2
2572,4
2573,2
2574,0
2575,0
2576,1
2577,3
2578,0
2579,0
2580,1
2581,4
2582,2
2583,4
2584,3
2585,1
2586,2
2587,0
2588,4
2589,3
2590,3
2591,0
2592,4
2593,0
2594,1
2595,2
2596,1
2597,2
2598,0
2599,1
2600,0
2601,4
2602,3
2603,1
2604,3
2605,2
2606,1
2607,1
2608,0
2609,4
2610,2
2611,2
2612,2
2613,2
2614,4
2615,3
2616,1
2617,3
2618,3
2619,2
2620,4
2621,0
2622,3
2623,0
2624,1
2625,2
2626,2
2627,3
2628,3
2629,0
2630,4
2631,3
2632,1
2633,0
2634,1
2635,4
2636,1
2637,2
2638,4
2639,2
2640,0
2641,3
2642,4
2643,3
2644,0
2645,4
2646,0
2647,3
2648,3
2649,1
2650,0
2651,1
2652,3
2653,2
2654,4
2655,3
2656,0
2657,2
2658,1
2659,3
2660,4
2661,4
2662,1
2663,0
2664,0
2665,1
2666,2
2667,0
2668,4
2669,3
2670,4
2671,3
2672,1
2673,0
2674,2
2675,2
2676,1
2677,3
2678,3
2679,3
2680,3
2681,3
2682,1
2683,1
2684,1
2685,2
2686,1
2687,2
2688,0
2689,4
2690,2
2691,1
2692,3
2693,2
2694,3
2695,2
2696,2
2697,0
2698,3
2699,1
2700,1
2701,0
2702,4
2703,0
2704,2
2705,4
2706,3
2707,2
2708,4
2709,1
2710,0
2711,3
2712,2
2713,3
2714,2
2715,2
2716,1
2717,2
2718,4
2719,4
2720,3
2721,2
2722,4
2723,0
2724,3
2725,3
2726,4
2727,2
2728,4
2729,0
2730,0
2731,3
2732,4
2733,2
2734,4
2735,4
2736,0
2737,3
2738,4
2739,2
2740,3
2741,1
2742,2
2743,0
2744,4
2745,2
2746,3
2747,0
2748,2
2749,1
2750,3
2751,4
2752,2
2753,1
2754,0
2755,0
2756,2
2757,4
2758,2
2759,1
2760,0
2761,4
2762,0
2763,1
2764,1
2765,1
2766,0
2767,4
2768,1
2769,0
2770,1
2771,0
2772,0
2773,3
2774,0
2775,0
2776,1
2777,3
2778,1
2779,0
2780,1
2781,3
2782,1
2783,0
2784,1
2785,2
2786,0
2787,2
2788,0
2789,2
2790,4
2791,3
2792,3
2793,4
2794,3
2795,4
2796,3
2797,3
2798,2
2799,1
2800,0
2801,2
2802,3
2803,1
2804,2
2805,1
2806,3
2807,4
2808,0
2809,1
2810,4
2811,3
2812,2
2813,1
2814,1
2815,3
2816,1
2817,3
2818,3
2819,4
2820,0
2821,2
2822,1
2823,1
2824,1
2825,0
2826,2
2827,0
2828,0
2829,0
2830,4
2831,3
2832,3
2833,0
2834,2
2835,1
2836,2
2837,4
2838,0
2839,4
2840,2
2841,0
2842,2
2843,0
2844,0
2845,3
2846,4
2847,2
2848,0
2849,2
2850,0
2851,3
2852,0
2853,2
2854,2
2855,1
2856,4
2857,0
2858,0
2859,3
2860,1
2861,4
2862,2
2863,1
2864,2
2865,1
2866,0
2867,0
2868,0
2869,0
2870,2
2871,4
2872,3
2873,1
2874,2
2875,4
2876,3
2877,0
2878,1
2879,2
2880,3
2881,0
2882,4
2883,0
2884,4
2885,4
2886,2
2887,2
2888,2
2889,3
2890,2
2891,0
2892,2
2893,2
2894,1
2895,1
2896,4
2897,2
2898,3
2899,4
2900,3
2901,2
2902,4
2903,0
2904,1
2905,3
2906,0
2907,0
2908,1
2909,1
2910,3
2911,1
2912,3
2913,3
2914,4
2915,0
2916,0
2917,0
2918,3
2919,3
2920,4
2921,1
2922,3
2923,4
2924,0
2925,0
2926,4
2927,0
2928,1
2929,1
2930,0
2931,0
2932,2
2933,3
2934,1
2935,3
2936,3
2937,3
2938,4
2939,3
2940,0
2941,3
2942,1
2943,2
2944,4
2945,0
2946,0
2947,2
2948,2
2949,4
2950,2
2951,2
2952,4
2953,4
2954,4
2955,4
2956,0
2957,3
2958,1
2959,2
2960,1
2961,3
2962,3
2963,3
2964,3
2965,4
2966,0
2967,1
2968,2
2969,0
2970,4
2971,1
2972,0
2973,3
2974,1
2975,4
2976,4
2977,0
2978,1
2979,3
2980,0
2981,3
2982,3
2983,2
2984,3
2985,4
2986,0
2987,0
2988,1
2989,3
2990,2
2991,0
2992,4
2993,3
2994,0
